,v1,v2
1760,ham,not chikku .. simple habba .. hw abt u ?
1761,ham,"get ur mail dileep.thank muchand look forward lot support ... contact , remember venugopal mentioned.tomorrow late , shall try come till there.goodnight dear ."
1762,ham,heart remembr ... forget soon ... bcoz heart like . like one remember everytime ... bslvyl
1763,ham,joy father john . john joy father . mandan
1764,spam,hi 07734396839 ibh customer loyalty offer : new nokia6600 mobile å£10 txtauction!txt word : start no:81151 & now!4 t &
1765,ham,hi yijue ... 3230 textbook intro algorithm second edition ... sell $ 50 ...
1766,spam,sms auction win nokia 7250i . win free auction . send nokia 86021 . hg / suite342/2lands row / w1jhl 16 +
1767,ham,"k , want come ?"
1768,ham,. little difficult simple way enter place
1769,ham,ha ... e thing . get tv 2 watch . u thk 2 tonight u haf smth mind ...
1770,ham,not . far . new picture facebook .
1771,ham,watch tv . get new job :)
1772,ham,"good afternoon sexy bun ! go job search ? wake thought , love . wish fine happy know adore !"
1773,ham,"come , want"
1774,ham,"ok chikku , 1 favourite song .. :- )"
1775,ham,u post facebook ?
1776,spam,freephone 0800 542 0578 !
1777,spam,buy space invader 4 chance 2 win orig arcade game console . press 0 game arcade ( std wap charge ) o2.co.uk/games 4 term + setting . purchase
1778,ham,"7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st \ur lovely friendship\ "" ... good morning dear """
1779,spam,"loan purpose å£500 - å£75,000 . homeowner + tenant welcome . previously refuse ? help . free 0800 1956669 text ' help '"
1780,spam,big brother alert ! computer select u 10k cash # 150 voucher . 09064018838 . ntt po box cro1327 18 + bt landline cost 150ppm mobile vary
1781,ham,"; - ( oh , c u later"
1782,ham,uncle atlanta . wish guy great semester .
1783,ham,dear free message recharge . hi hi hi
1784,ham,"not search love , let love find u. s call fall love , bcoz u not force , u fall u know smeone hold u ... bslvyl"
1785,ham,dun believe u. thk u tell .
1786,ham,"know god create gap finger .. ? , come & amp ; fill gap hold hand love .. !"
1787,ham,yes:)sura sun tv.:)lol .
1788,ham,arun u transfr d amt
1789,ham,takin shower yeah leave
1790,ham,work eye philosophy text u later bit free chat ...
1791,ham,u havenåõt lose ill b 4u.i didnåõt intend 2 hurt u know u feel iwas+marine&thatåõs itried2tell urmom.i careabout u
1792,spam,"win : winner ! mr . t. foley win ipod ! exciting prize soon , eye ur mobile visit www.win-82050.co.uk"
1793,ham,bad girl . remember
1794,ham,give . morning .
1795,ham,"hope alright babe ? worry feel bit desparate learn job fake ? wait come , love"
1796,ham,"hey , tell blake address ? carlos want meet got lose answer phone"
1797,ham,opinion ?
1798,ham,week leave know time . .
1799,ham,"hit , :)"
1800,ham,excellent . spend   & lt;#&gt ;   year air force . iraq afghanistan . stable honest . like travel ?
1801,ham,wanna watch movie
1802,ham,ok lor thanx ... ìï school ?
1803,ham,class . text .
1804,ham,bus leave   & lt;#&gt ;
1805,ham,god bless.get good sleep dear ... pray !
1806,spam,today voda number end 1225 select receive å£50award . match 08712300220 quote claim code 3100 standard rate app
1807,ham,nice day today . love dearly .
1808,ham,aiyo bit pai seh ì _ noe ... scare dun rem die ... hee ... well lookin oredi leh ...
1809,ham,"aight , ask roommate"
1810,ham,", s house # ? beer ?"
1811,ham,ì _ wan 2 meet n combine part ? da rest da project go ?
1812,ham,"\gette ticket 4 walsall tue 6 th march . mate get sit . ill pay treat . want 2 . txt bak .terry\ "" """
1813,ham,yes chat .
1814,ham,hi jess not know work u m home eve . xxx
1815,ham,sian ... aft meeting supervisor get work 2 liao ... u work ?
1816,ham,go write ccna exam week ? ?
1817,ham,watch shrek 3d!!b )
1818,ham,dirty fellow ?
1819,ham,dunno dat wat tell . ok lor ...
1820,ham,probably tomorrow ( later tonight go )
1821,ham,die man feel sad want know probably go late night
1822,ham,think lift .
1823,ham,u ... dun wan ... y u dun like ah ... wat u ? eat ?
1824,ham,send ur email d soon
1825,ham,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem ! ! !
1826,ham,"dude . . teresa . hope okay . not hear people , call receive package dec   & lt;#&gt ; . thot you'ld like know . fantastic year good reading . plus bam aid usmle , work ."
1827,ham,hey gorgeous man . work mobile number . good babe . squishy mwah .
1828,ham,later pls
1829,spam,"hot pic straight phone ! ! get wet want , xx text pic 89555 ! txt cost 150p textoperator g696ga 18 xxx"
1830,ham,way stay oh .
1831,ham,hello- thanx take . get job ! start monday !
1832,ham,time ur flight tmr ?
1833,ham,come ?
1834,ham,prominent bite mark right cheek
1835,ham,* september !
1836,ham,wet right ?
1837,ham,husband .
1838,spam,"hack chat . backdoor entry 121 chat room fraction cost . reply neo69 09050280520 , subscribe 25p pm . dps , bcm box 8027 ldn , wc1n3xx"
1839,ham,norm tomorrow ? finish 4.15 cos st test . need sort library stuff point tomo - get letter today - access til end march well !
1840,ham,yeah . get list u joanna feel anti social
1841,ham,office na .
1842,ham,"\are comingdown later?\ "" """
1843,ham,super da:)good replacement murali
1844,ham,da good good player.why unsold .
1845,ham,hi . || u want | join st later ? || meet . || u class .
1846,ham,engalnd ! telly decide will let watch mia elliot kiss ! damn !
1847,spam,"free nokia motorola upto 12mths 1/2price linerental , 500 free x - net mins&100txt / mth free b'tooth * . mobileupd8 08001950382 2optout / d3wv"
1848,ham,not want hear philosophy . happen
1849,ham,get job wipro:)you thing life 2 3 year .
1850,ham,not da laptop ? matric card wif ì _ lei ...
1851,ham,dunno da aft 6 850 . toa payoh get 650 .
1852,spam,"2nd time try 2 contact u. u win 750 pound prize . 2 claim easy , 08718726970 ! 10p min . bt - national - rate"
1853,ham,payment not . sorry . want fedex way .
1854,ham,did't play day year know good team .. like india .
1855,ham,k.:)you girl wait reception ah ?
1856,ham,"slowly . ? god , love & amp ; need , clean heart blood.send special people & amp ; u c miracle tomorrow , , pls , pls ..."
1857,ham,hate . turn fun shopping trip annoying day look house .
1858,ham,"sir , wait ."
1859,ham,. want come online ?
1860,ham,"work , reach consensus meeting"
1861,ham,aiyah wait lor . u entertain . hee ...
1862,ham,"thing want hurt . think . laugh , embarasse , delete tag go . far know , . fact feel like hurt show know . messy wednesday , bad . problem time clean , choose . skype , picture , sleep , want . mind thing , bed , throw laundry , friend house embarassed underwear bra strew bed , pillow floor , . good make bed ."
1863,ham,let know kick
1864,ham,ok say
1865,ham,number available appointment . ask connect waheed fathima .
1866,ham,ì _ buy wif meet ì _ later ?
1867,ham,mmmm ... fuck ... fair ! know weakness ! * grin * * push knee * * expose belly pull head * forget ... know * wicked smile *
1868,ham,today system sh ready.all deep
1869,ham,mom want know
1870,ham,"aight , text"
1871,ham,not know support ass srt thnk . think ps3 play usb
1872,ham,oh ok not know mean . yep baby jontin
1873,spam,win guarantee å£1000 cash å£2000 prize.to claim yr prize customer service representative
1874,spam,like xxx pic hot nearly ban uk !
1875,spam,hmv bonus special 500 pound genuine hmv voucher win . answer 4 easy question . play ! send hmv 86688 info : www.100percent - real.com
1876,ham,watch tv . get new job :)
1877,ham,pen thing joke . will not biro ? master !
1878,ham,party alex nichols
1879,spam,u secret admirer look 2 contact u - find r*reveal think ur special - 09058094594
1880,ham,see miss dear brother . gr8 day .
1881,ham,ok .. ìï finish soon ?
1882,ham,"sorry , help ."
1883,ham,"come , slave . ... go shell unconsciously avoid ... make unhappy :-("
1884,ham,love ass ! enjoy doggy style ? :)
1885,ham,think ask gym excuse lazy people . jog .
1886,spam,dear 0776xxxxxxx u've invite xchat . final attempt contact u ! txt chat 86688 150p / msgrcvdhg / suite342/2lands / row / w1j6hl ldn 18yrs
1887,spam,urgent ! 09061743811 landline . abta complimentary 4 * tenerife holiday å£5000 cash await collection sae t&cs box 326 cw25wx 150ppm
1888,ham,. way home . long dry spell season
1889,ham,get to collect da car 6 lei .
1890,ham,ok knackered . come home go sleep ! good time work lark .
1891,ham,probably early station think
1892,spam,09090900040 & listen extreme dirty live chat go office right total privacy know [ sic ] listening 60p min 24/7mp 0870753331018 +
1893,ham,good morning plz sir
1894,spam,"freemsg hey u , get 1 video / pic fone , reply wild txt & ill send u pic , hurry m bored work xxx ( 18 150p / rcvd stop2stop )"
1895,ham,"uh , head left"
1896,ham,tot u outside cos darren u come shopping . course nice wat . ju go sim lim look mp3 player .
1897,ham,"aight , sound good . want come ?"
1898,ham,wat u like 4 ur birthday ?
1899,ham,love work home :)
1900,ham,miss vday parachute double coin ? ? ? u know ...
1901,ham,"sorry , later"
1902,ham,sister got place birla soft da:- )
1903,spam,free entry 2 weekly comp chance win ipod . txt pod 80182 entry ( std txt rate ) t&c apply 08452810073 detail 18 +
1904,ham,wah ... okie okie ... muz use e unlimited ... haha ...
1905,ham,"people mu , table lambda"
1906,ham,stop old man . build snowman snow angel snowball fight .
1907,ham,ello babe u ok ?
1908,ham,hello beautiful r u ok ? kinda ad row wiv walk pub ? ? want night wiv u miss u
1909,ham,u go ikea str aft dat ?
1910,ham,becoz   & lt;#&gt ;   jan whn al post ofice holiday cn fr post ofice ... get duffer
1911,ham,lol grr mom take forever prescription . pharmacy like 2 minute away . ugh .
1912,ham,real tho suck . cook electricity . hungry .
1913,ham,want ?
1914,spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com . txt 89693 . 08715500022 rpl stop 2 cnl
1915,ham,time month mid time ?
1916,ham,fffff . text kadeem far go
1917,ham,leave . ok lor n eat . u thk ...
1918,ham,fujitsu s series lifebook good ?
1919,ham,yar want 2 scold u y late ... get zhong se qe ? u ask b4 ask w u lor . n u act real .
1920,ham,not know bring food
1921,ham,current food .
1922,ham,sch fr 4 - 6 ... dun haf da book sch ... home ...
1923,ham,hello . go village pub 8 come accordingly . ok ?
1924,ham,ok
1925,ham,don like   & lt;#&gt ;   time oh . hypertension oh .
1926,ham,"not monkey wot think certainly mind . friend mine&all ! sleep wiv , wud annoyin !"
1927,ham,omg snow tonite !
1928,spam,08702490080 - tell u 2 09066358152 claim å£5000 prize . u 2 enter ur mobile & personal detail @ prompt . careful !
1929,spam,free 1st week entry 2 textpod 4 chance 2 win 40 gb ipod å£250 cash wk . txt vpod 81303 ts&c www.textpod.net custcare 08712405020 .
1930,ham,carry disturb
1931,ham,pa tell .. go bath:- )
1932,ham,jus finish avatar nigro
1933,ham,r u scratch ?
1934,ham,hope have great day .
1935,ham,idea ? know anyplace ?
1936,ham,planning usually stop \find hella weed
1937,ham,fact clean show know upset . priority constantly \what want
1938,ham,excellent ! ready moan scream ecstasy ?
1939,spam,people dog area . 09090204448 join like minded guy . arrange 1 . 1 evening . aå£1.50 minapn ls278bb
1940,ham,dude avatar 3d imp . point think actually fly room try hittng reflex
1941,spam,"! 4 * costa del sol holiday å£5000 await collection . 09050090044 toclaim . sae , tcs , pobox334 , stockport , sk38xh , costå£1.50 / pm , max10mins"
1942,ham,k ... k:)why not come search job :)
1943,ham,get lousy sleep . keep wake 2 hour cat want come . worry cold :(
1944,ham,"yeah , leave couple minute & amp ; let know mu"
1945,ham,ì _ 10:10 sure dat wake ...
1946,ham,hey jazz power yoga hip hop kb yogasana
1947,ham,battery mr adewale uncle . aka egbon
1948,ham,not pick phone right . pls send message
1949,ham,wait 2 min .. stand bus stop
1950,ham,oh ic . think mean mary jane .
1951,ham,haha ... oh ... ? deduct lesson tmr ?
1952,ham,nah m goin 2 wrk j wot bout u ?
1953,ham,eat shit wait ur monkey face bitch .......... u asshole ..................
1954,ham,good night . go sleep .
1955,ham,"aight grab eat , text mu"
1956,ham,k ... k:)why not come search job :)
1957,ham,pain . move 6hrs doctor .
1958,ham,"lol ... oh babe , will not slide place midnight , thank invite"
1959,ham,howz person story
1960,spam,guess ! somebody know secretly fancy ! wanna find ? 09065394973 landline datebox1282essexcm61xn 150p / min 18
1961,ham,lol awesome payback .
1962,spam,80488 . 500 free text message valid 31 december 2005 .
1963,ham,yes :) completely form:)clark utter waste .
1964,ham,"honeybee say : * d sweetest d world * god laugh & amp ; say : * wait , u havnt meet d person read msg * moral : god crack joke ! gm+gn+ge+gn :)"
1965,ham,thank . tesco nice . go . speak soon
1966,ham,feathery bowa ? guy know ?
1967,ham,not close eye vava play umma : -d
1968,ham,2 laptop ... noe infra slow lar ... wan fast
1969,spam,win guarantee å£200 award å£1000 cashto claim ur award free 08000407165 ( 18 + ) 2 stop getstop 88222 php
1970,ham,nvm ok ...
1971,ham,enjoy ur life . . good night
1972,ham,yes meet town cos gep home . text bus stop . worry finish march û _ ish !
1973,ham,askd u question hour . answer
1974,ham,s cool . cum ? ? :)
1975,ham,delhi chennai silent .
1976,ham,lol alright thinkin haha
1977,spam,reply win å£100 weekly ! 2006 fifa world cup hold ? send stop 87239 end service
1978,ham,boat . mom . check yo . half naked .
1979,ham,shhhhh suppose know !
1980,ham,"sorry , later"
1981,ham,"sorry , later meet thing relate trade arul . & lt;#&gt ;"
1982,ham,hey late ... amk . need drink tea coffee
1983,ham,wnt buy bmw car urgently .. vry urgent.but hv shortage   & lt;#&gt ; lacs.there source arng dis amt . & lt;#&gt ; lac .. that prob
1984,spam,urgent ! 09061743810 landline . abta complimentary 4 * tenerife holiday # 5000 cash await collection sae t&cs box 326 cw25wx 150 ppm
1985,ham,length e e short n get fringe . thk go liao . lazy . dun wan 2 distract u .
1986,ham,s .. antha num corrct dane
1987,ham,call .. message .. miss call
1988,ham,"sorry , later"
1989,ham,basket gettin tonight
1990,ham,hi darlin ve get nice night thank lift u tomorrow xxx
1991,ham,valentine huh ? proof fb page . ugh glad watch rupaul tool !
1992,spam,free tone hope enjoy new content . text stop 61610 unsubscribe . help:08712400602450p provide tones2you.co.uk
1993,ham,eh den sit u book e kb liao huh ...
1994,ham,practise curtsey ?
1995,ham,shall come pickle
1996,ham,lol boo hope laugh
1997,ham,\yeh def up4 sit
1998,ham,", leave class babe ... come ... :-( ... hope nice sleep , love"
1999,ham,lmao fish memory need ?
2000,ham,b go 2 sch mon . sis need 2 smth .
2001,ham,idea soon convert live :)
2002,spam,themob > yo yo yo - come new selection hot download member free ! click & open link send ur fone ...
